Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
10/26/2024 14:05:33,Second year,Male,Often (5-6 times a week),7-8 hours,Sometimes (3-4 times a week),Good,Sometimes,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 14:05:50,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Below Average
10/26/2024 14:06:08,Graduate student,Male,Every night,7-8 hours,Every night,Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024 14:06:26,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Good,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
10/26/2024 14:06:42,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Good,Always,Often,Always,Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:06:59,Graduate student,Male,Every night,7-8 hours,Every night,Good,Always,Always,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024 14:07:15,Third year,Female,Every night,7-8 hours,Every night,Very good,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),High stress,Average
10/26/2024 14:07:40,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Always,Often,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Below Average
10/26/2024 14:07:56,Second year,Female,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Often,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:08:15,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Very good,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
10/26/2024 14:08:31,Third year,Male,Every night,More than 8 hours,Every night,Very good,Always,Often,Always,Major impact,Often (5-6 times a week),Every day,Every day,High stress,Poor
10/26/2024 14:08:46,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very good,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024 14:09:03,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Always,Always,Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Average
10/26/2024 14:09:21,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very good,Often,Always,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Average
10/26/2024 14:09:45,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very good,Often,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024 14:10:09,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Always,Always,Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 14:10:57,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:11:17,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very good,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Below Average
10/26/2024 14:11:50,Third year,Female,Often (5-6 times a week),More than 8 hours,Every night,Good,Always,Always,Always,Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 14:12:07,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Always,Sometimes (1-2 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 14:12:24,Graduate student,Male,Every night,More than 8 hours,Sometimes (3-4 times a week),Good,Often,Often,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
10/26/2024 14:12:42,Graduate student,Female,Often (5-6 times a week),More than 8 hours,Every night,Very good,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024 14:13:50,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very good,Always,Always,Always,Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
10/26/2024 14:14:11,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/26/2024 14:14:29,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Good,Always,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024 14:16:13,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024 14:16:58,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Good,Often,Often,Always,Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:17:27,Third year,Female,Often (5-6 times a week),7-8 hours,Every night,Good,Often,Always,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024 14:17:51,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very good,Always,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024 14:18:44,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
10/26/2024 14:19:10,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very good,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
10/26/2024 14:19:32,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:19:54,Graduate student,Male,Every night,7-8 hours,Every night,Good,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Every day,High stress,Poor
10/26/2024 14:22:58,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:23:32,Graduate student,Male,Every night,More than 8 hours,Every night,Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:24:07,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Good,Often,Often,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Below Average
10/26/2024 14:24:32,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Good,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024 14:27:32,Graduate student,Male,Every night,7-8 hours,Every night,Very good,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Every day,High stress,Poor
10/26/2024 14:27:50,Graduate student,Male,Every night,More than 8 hours,Every night,Very good,Often,Often,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
10/26/2024 14:28:07,Graduate student,Male,Every night,More than 8 hours,Every night,Very good,Often,Always,Always,Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
10/26/2024 14:28:24,Graduate student,Female,Every night,7-8 hours,Often (5-6 times a week),Very good,Always,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/26/2024 14:28:44,Graduate student,Female,Every night,More than 8 hours,Every night,Very good,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024 14:29:03,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very good,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 14:29:20,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very good,Often,Sometimes,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 14:34:28,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
10/26/2024 14:35:27,Second year,Female,Often (5-6 times a week),More than 8 hours,Every night,Very good,Often,Often,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024 14:36:23,Graduate student,Female,Every night,More than 8 hours,Every night,Very good,Always,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
10/26/2024 15:25:18,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very good,Often,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 15:25:36,Third year,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very good,Often,Often,Always,Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024 15:26:02,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024 15:26:47,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/26/2024 15:27:12,Graduate student,Female,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 15:27:34,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 15:27:56,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024 15:28:17,Graduate student,Female,Often (5-6 times a week),7-8 hours,Every night,Poor,Sometimes,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 15:28:49,Graduate student,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024 15:29:24,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Sometimes (3-4 times a week),Very poor,Always,Always,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024 15:55:54,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024 15:56:16,First year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024 15:56:35,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
10/26/2024 15:56:57,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
10/26/2024 15:57:17,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024 15:57:40,Graduate student,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
